sent,verb,index,sign,seq_label,label,verbs,indexs,signs,labels,dataset
"There is an e-mail by Moussaoui , however , dated July 31 , 2001 indicating that he sought to take a crop dusting course that was to last up to 6 months .",take,[19],LVC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0']",1,['take'],[19],['LVC'],[1],parseme
"In Indian national chart besides the transit affliction to transit Mercury by Rahu and Venus the natal Saturn and Venus are also under the transit affliction of Rahu which has resulted into floods in many parts of the country taking toll of human lives , properties , etc .",take,[39],LVC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0']",1,['take'],[39],['LVC'],[1],parseme
A team from the court managed to take his deposition before he died .,take,[7],LVC,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",1,['take'],[7],['LVC'],[1],parseme
Otherwise we will find ourselves forced to take more serious decisions as regards our trading relations with Israel .,take,[7],LVC,"['0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0']",1,['take'],[7],['LVC'],[1],parseme
How do I take care of my newborn baby fish ?,take,[3],LVC,"['0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0']",1,['take'],[3],['LVC'],[1],parseme
Of course law enforcement has dragged it's feet when members are taking part in the activity themselves .,take,[11],LVC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0']",1,['take'],[11],['LVC'],[1],parseme
The multiple planetary afflictions are taking their toll .,take,[5],LVC,"[0, 0, 0, 0, 0, 1, 0, 1, 0]",1,['take'],[5],['LVC'],[1],parseme
"It has also opened VW up to huge compensation claims , legal action and has seen it take more than € 16bn of provisions .",take,[17],LVC,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",1,['take'],[17],['LVC'],[1],parseme
"I hope she will take note of this , because it is an important point .",take,[4],LVC,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['take'],[4],['LVC'],[1],parseme
"We take note of that , Mr von Habsburg , and I should be grateful if you could provide us with this letter .",take,[1],LVC,"['0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",1,['take'],[1],['LVC'],[1],parseme
"White men with long staves in their hands appeared languidly from amongst the buildings , strolling up to take a look at me , and then retired out of sight somewhere .",take,[18],LVC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",1,['take'],[18],['LVC'],[1],parseme
"You want to take advantage of the new features not found in ANSI-89 SQL , such as :",take,[3],LVC,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"['take', 'take']","[3, 3]","['LVC', 'IAV']","[1, 1]",parseme
"Vivien Bayley , queenly at twenty-six , with her beautiful , well-mannered , disciplined face , came to hover beside Bray between responsible permutations about the room to make sure that this young girl was not being bothered too much by the attentions of someone older and rather drunk , or that young man was not being overlooked by the girls who ought to be taking notice of him .",take,[65],LVC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0']",1,['take'],[65],['LVC'],[1],parseme
"He took a deep breath , scattered the powder into the flames and stepped forward ; the fire felt like a warm breeze ; he opened his mouth and immediately swallowed a lot of hot ash .",take,[1],LVC,"['0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",1,['take'],[1],['LVC'],[1],parseme
The fiscal advantages for clean vehicles could then be introduced some two years before the new standards take effect .,take,[17],LVC,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",1,['take'],[17],['LVC'],[1],parseme
Some Armenian prelates have joined us for coffee and take part in the discussion .,take,[9],LVC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0']",1,['take'],[9],['LVC'],[1],parseme
"Warning that the NHS was now under "" enormous pressure , "" he urged the public to take more responsibility for their own health .",take,[17],LVC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0']",1,['take'],[17],['LVC'],[1],parseme
""" Another generation of heavy metal has taken over , and -- sorry -- it ai n't just about strippers and dope .",take,[7],VPC,"['0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",1,['take'],[7],['VPC'],[1],parseme
Afterwards I took it back when it was borne in upon me startlingly with what extreme nicety he had estimated the time requisite for the ' affair . ',take,[2],VPC,"['0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",1,['take'],[2],['VPC'],[1],parseme
"My weekends seem to be taken up with condo matters , house hunting .",take,[5],VPC,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",1,"['take', 'take']","[5, 5]","['VPC', 'VPC']","[1, 1]",parseme
But so was it unlikely that a small group of Arab mujahidin would virtually take over Afghanistan .,take,[14],VPC,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",1,['take'],[14],['VPC'],[1],parseme
Greg Couch will be taking over the responsibility for the estate risk group and will be able to assist you with your requests going forward .,take,[4],VPC,"['0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",1,['take'],[4],['VPC'],[1],parseme
"It pleased him to watch it leave his mouth in gusts , disperse , and take on new definition as the light caught it .",take,[15],VPC,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,['take'],[15],['VPC'],[1],parseme
"I do n't know about this ... but the pale Cockney who was teaching him to take over his job said , That 's okay , chum , it 's our ole friend Mr. Kabata .",take,[16],VPC,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['take'],[16],['VPC'],[1],parseme
He and his wife took over the Silver Rhino last year .,take,[4],VPC,"['0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0']",1,['take'],[4],['VPC'],[1],parseme
A team of San Diego 's best anti-trust and class action attorneys has been assembled to take on the electric generators and marketers in California state court in an effort to return the electricity overcharges that have battered San Diego and the rest of California this year .,take,[16],VPC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",1,['take'],[16],['VPC'],[1],parseme
"But air traffic controllers in Baghdad have no record of the flights , which supposedly took off between July 2004 and July 2005 .",take,[15],VPC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0']",1,['take'],[15],['VPC'],[1],parseme
"I 'm inclined to say that google is doing what they can to both shape and support the growth of the most popular non-Microsoft browser out there - by taking on the leading lights in Firefox development , they 're ensuring the continued life of the project , and ensuring ( not that I think they need to ) that their voice will be heard admidst the higher echelons of the firefox development team .",take,[29],VPC,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['take'],[29],['VPC'],[1],parseme
"This was generally a grim place , filled with dust and people with nowhere to go , but now , with the rush hour at full force , it had been taken over by men and women with briefcases , books , and newspapers .",take,[31],VPC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",1,['take'],[31],['VPC'],[1],parseme
"With an absent smile to Bray across the room , she took up , for a moment , an abandoned beauty .",take,[11],VPC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0']",1,['take'],[11],['VPC'],[1],parseme
That will ensure that I wo nt take up too much of your time !!,take,[7],VPC,"['0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0']",1,['take'],[7],['VPC'],[1],parseme
The annual survey also revealed that worries about taking on fresh financial burdens has rocketed .,take,[8],VPC,"['0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0']",1,['take'],[8],['VPC'],[1],parseme
If you apply for a skilled migrant worker s visa and it is accepted do you have to find work in the same sector as your skills on your application or can you take up other work if you ca n't find something in your own field .,take,[33],VPC,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['take'],[33],['VPC'],[1],parseme
The full implementation of the RIMNET system will take some time.,take,[8],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['take'],[8],['NONE'],[0],vua
I'll take them.,take,[1],NONE,"[0, 0, 0]",0,['take'],[1],['NONE'],[0],vua
"See John when he as soon as John arrived he said to me will you take me he said, I don't wan na learn it proficiently but I want to know every job so I then took",take,[15],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['take'],[15],['NONE'],[0],vua
"Should have said to him, you never take dad out for a curry so Kevin's going.",take,[7],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['take'],[7],['NONE'],[0],vua
"You can't have, it'd mean one to serve and one take the money.",take,[10],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['take'],[10],['NONE'],[0],vua
Oh right can we not take her home?,take,[5],NONE,"[0, 0, 0, 0, 0, 0, 0, 0]",0,['take'],[5],['NONE'],[0],vua
"Take up references before giving credit, lending money, letting in tenants, taking on staff.",take,[0],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['take'],[0],['NONE'],[0],vua
take it to the cleaners,take,[0],NONE,"[0, 0, 0, 0, 0]",0,['take'],[0],['NONE'],[0],vua
"â Take the animal now, he says to his assistant gently.",take,[1],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['take'],[1],['NONE'],[0],vua
Well you should take his glass and,take,[3],NONE,"[0, 0, 0, 0, 0, 0, 0]",0,['take'],[3],['NONE'],[0],vua
take you up.,take,[0],NONE,"[0, 0, 0]",0,['take'],[0],['NONE'],[0],vua
She wants to take over,take,[3],NONE,"[0, 0, 0, 0, 0]",0,['take'],[3],['NONE'],[0],vua
Mum can I take these to the table?,take,[3],NONE,"[0, 0, 0, 0, 0, 0, 0, 0]",0,['take'],[3],['NONE'],[0],vua
You're gon na have to have somebody else to take the money won't you?,take,[9],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['take'],[9],['NONE'],[0],vua
Why can't they take it through the back door and up the stair?,take,[3],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['take'],[3],['NONE'],[0],vua
"Perfectly groomed from head to toe and with all that assurance, she was ready to take on the world, Arlene thought with satisfaction, for she looked on Paula as her very own creation.",take,[15],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['take'],[15],['NONE'],[0],vua
They do take the bottoms off them.,take,[2],NONE,"[0, 0, 0, 0, 0, 0, 0]",0,['take'],[2],['NONE'],[0],vua
"Fulham Greyhound 175 Fulham Palace Rd, W6( 385 0526) Home of heavy rock, so take your ear-plugs.",take,[14],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['take'],[14],['NONE'],[0],vua
How many Nazis did you take to Russia after the war?,take,[5],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['take'],[5],['NONE'],[0],vua
So why should the English guy take off with the girl?,take,[6],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['take'],[6],['NONE'],[0],vua
"And he said, yeah take what.",take,[4],NONE,"[0, 0, 0, 0, 0, 0]",0,['take'],[4],['NONE'],[0],vua
"All too often, as the experience of many mature applications indicates, technical and data-related matters dominate the system development phase and technically elegant solutions are devised which fail to take enough account of user needs and capabilities.",take,[29],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['take'],[29],['NONE'],[0],vua
Well she takes all these tablet things.,take,[2],NONE,"[0, 0, 0, 0, 0, 0, 0]",0,['take'],[2],['NONE'],[0],vua
"but er, our customers don't take their jackets off anyway",take,[5],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['take'],[5],['NONE'],[0],vua
But he also said: Let's not take any credit away from Oldham.,take,[6],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['take'],[6],['NONE'],[0],vua
They do take the bottoms of them Barry.,take,[2],NONE,"[0, 0, 0, 0, 0, 0, 0, 0]",0,['take'],[2],['NONE'],[0],vua
"And when he had undone her gown, and had difficulty in lifting it over her head, she raised herself from the pillow and helped him to take it off.",take,[26],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['take'],[26],['NONE'],[0],vua
The white man told the askaris to take my animal after I had offered to exchange it.,take,[7],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['take'],[7],['NONE'],[0],vua
I'm looking for a rich husband to take me away from it all.,take,[7],VERB,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,['take'],[7],['VERB'],[1],vua
"As is common practice, Landlords kept the tenant's deposit of ̴�650 and told Debbie they would take their entire fee of ̴�881 up front, so she expected no rent for the first month.",take,[16],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['take'],[16],['VERB'],[1],vua
How did Don take it?,take,[3],VERB,"[0, 0, 0, 1, 0]",1,['take'],[3],['VERB'],[1],vua
And if your father is currently taking your side of things worth sounding him out as to how far he'll take,take,[20],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,['take'],[20],['VERB'],[1],vua
"Sartre considered that orthodox dialectical materialism takes the easy way out by merely eliminating the first in favour of the second, making man a passive product entirely determined by economic circumstances.",take,[6],VERB,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['take'],[6],['VERB'],[1],vua
And I've decided to take up riding again.,take,[4],VERB,"[0, 0, 0, 0, 1, 0, 0, 0]",1,['take'],[4],['VERB'],[1],vua
It only takes one at a time.,take,[2],VERB,"[0, 0, 1, 0, 0, 0, 0]",1,['take'],[2],['VERB'],[1],vua
Approximately three times as many boys as girls take O level physics and approximately four times as many take CSE physics.,take,[8],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"['take', 'take']","[8, 8]","['VERB', 'VERB']","[1, 1]",vua
GEORGE Tyson is not a gambling man nor does he take unnecessary risks.,take,[10],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,['take'],[10],['VERB'],[1],vua
"I don't know mate, I only know that that's take us Ann and Paul and Ann and John and all them all doing all the others so",take,[9],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['take'],[9],['VERB'],[1],vua
How else should I take it?,take,[4],VERB,"[0, 0, 0, 0, 1, 0]",1,['take'],[4],['VERB'],[1],vua
"While he suggests in apocalyptic tones in The Problem of Method that this process of self-consciousness is at last beginning to take place, and that civil, foreign and colonial wars are becoming apparent as different forms of a single class struggle, Sartre also admits that the divorce between theory and praxis which ensued under Stalinism has generally prevented any clear self-consciousness among the masses.",take,[21],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['take'],[21],['VERB'],[1],vua
"For example, they take the view that â criminals should be severely punished or that â anyone who is unpopular deserves his fate.",take,[3],VERB,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['take'],[3],['VERB'],[1],vua
"Take care, said Rufus, and not looking back any more than he had done when they returned from the cemetery, drove off round the town he had got to know so well, over the Stour bridge, into Essex, heading for Halstead and Dunmow and Ongar and London.",take,[0],VERB,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['take'],[0],['VERB'],[1],vua
Well it's always takes a long time.,take,[3],VERB,"[0, 0, 0, 1, 0, 0, 0]",1,['take'],[3],['VERB'],[1],vua
â Shall we take some coffee now?,take,[3],VERB,"[0, 0, 0, 1, 0, 0, 0]",1,['take'],[3],['VERB'],[1],vua
Shall we take photographs?,take,[2],VERB,"[0, 0, 1, 0]",1,['take'],[2],['VERB'],[1],vua
A businessman has to take risks constantly and win sixty per cent of the time.,take,[4],VERB,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['take'],[4],['VERB'],[1],vua
Take fifty three.,take,[0],VERB,"[1, 0, 0]",1,['take'],[0],['VERB'],[1],vua
Don't take that the wrong way.,take,[1],VERB,"[0, 1, 0, 0, 0, 0]",1,['take'],[1],['VERB'],[1],vua
This is one reason why policy makers never seem to take account fully of the people affected by their decisions.,take,[10],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['take'],[10],['VERB'],[1],vua
We can take the eyes first.,take,[2],VERB,"[0, 0, 1, 0, 0, 0]",1,['take'],[2],['VERB'],[1],vua
"For example, girls at the age of 12 and 14 years seem to take a more mature attitude to personal relationships, seeing their complexity and reciprocal nature, while boys are more exploitative.",take,[13],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['take'],[13],['VERB'],[1],vua
